trade_date,sentiment,total_trades,total_volume_usd,avg_trade_size,total_pnl,avg_pnl,pnl_std
2024-01-30,Greed,49,401011.38,8183.905714285715,-173.65419100000003,-3.5439630816326537,55.423048103905174
2024-01-31,Greed,859,6305647.13,7340.683504074505,-799.840817,-0.93113017112922,21.84950915114784
2024-02-01,Greed,6,2008.18,334.69666666666666,0.0,0.0,0.0
2024-02-02,Greed,42,474278.43,11292.343571428572,456.423473,10.867225547619048,41.93124714430262
2024-02-03,Greed,56,603820.0,10782.5,223.30918699999998,3.9876640535714283,68.62663189543068
2024-02-04,Greed,35,203187.53,5805.358,47.62389499999999,1.360682714285714,31.922762604224417
2024-02-05,Greed,72,770198.26,10697.198055555556,-33.45419400000003,-0.4646415833333337,46.10792460482958
2024-02-06,Greed,1088,8047153.41,7396.280707720588,-215.615907,-0.19817638511029412,12.69131338108202
2024-02-07,Greed,15,6758.73,450.582,241.24212,16.082808,56.54657345272468
2024-02-08,Greed,10,26051.12,2605.112,770.756024,77.07560240000001,139.74567826297627
2024-02-11,Greed,34,212311.82,6244.465294117647,983.443176,28.924799294117648,108.62231864377547
2024-02-12,Greed,16,227247.69999999998,14202.981249999999,913.8817869999998,57.11761168749999,828.6571214700353
2024-02-13,Greed,14,1999.99,142.85642857142858,559.44389,39.960277857142856,37.98023035380744
2024-02-14,Greed,111,320839.88,2890.4493693693694,3830.599833,34.509908405405405,46.39591290180694
2024-02-15,Greed,63,185188.04,2939.4926984126987,1840.797677,29.219010746031746,316.49357810076214
2024-02-16,Greed,182,564896.51,3103.826978021978,5491.768834,30.174554032967034,123.4402416266129
2024-02-17,Greed,94,406118.07,4320.405,1929.6418,20.52810425531915,60.99818527497303
2024-02-18,Greed,97,157048.17,1619.0532989690723,477.6248299999999,4.923967319587628,82.70537448739243
2024-02-19,Greed,101,286377.2,2835.417821782178,4317.768563,42.750183792079206,118.65122386431476
2024-02-20,Greed,39,119419.72,3062.0441025641026,3263.628824,83.68279035897436,192.32028933388216
2024-02-21,Greed,22,108047.51999999999,4911.250909090909,1858.7985700000002,84.49084409090909,124.40293552909927
2024-02-22,Greed,88,373033.87,4239.02125,3894.1050699999996,44.25119397727272,227.58249822355432
2024-02-23,Greed,143,111106.14,776.966013986014,1418.55293,9.91995055944056,13.037213323027334
2024-02-25,Greed,5,4480.13,896.0260000000001,-30.7705,-6.1541,8.951179489427636
2024-02-26,Greed,39,192187.14,4927.875384615385,4416.8473,113.25249487179488,224.52232628850106
2024-02-27,Greed,63,209362.3,3323.2111111111108,888.511733,14.103360841269842,91.69654366328295
2024-02-28,Greed,45,171107.13,3802.380666666667,2503.747235,55.63882744444444,130.75309252773027
2024-02-29,Greed,116,395666.73,3410.9200862068965,9813.996992,84.60342234482759,149.76818963391887
2024-03-01,Greed,137,472974.7,3452.370072992701,8244.241409,60.176944591240876,111.95860869453276
2024-03-02,Greed,31,63197.56,2038.6309677419354,230.90060000000005,7.448406451612905,250.64780257055287
2024-03-03,Greed,79,390745.68,4946.1478481012655,8361.086245,105.83653474683545,199.82398269178753
2024-03-04,Greed,300,1577996.87,5259.989566666667,27799.775742,92.66591914,152.8211043688667
2024-03-05,Greed,180,841810.32,4676.724,19791.026041,109.95014467222222,195.65804028577477
2024-03-06,Greed,82,327218.02,3990.4636585365856,6814.825139,83.10762364634145,146.9693030530839
2024-03-08,Greed,67,183583.18,2740.047462686567,4271.886236,63.7594960597015,148.75855367571137
2024-03-09,Greed,117,658178.75,5625.459401709401,9949.501624,85.03847541880343,154.56552113291943
2024-03-10,Greed,42,219973.85,5237.472619047619,2482.9272,59.117314285714286,207.7542700001469
